SF Link,Account Name,Status,Combined Activation Status,BW Plan,Monthly Spend,EC Customer,Signal,Website,City,State,Zip,Phone,Customer Type,Active Students,Billing Active (L30D)
001Rd00000CsY7SIAV,Glynn headstart,Prospect,Onboarding,,,No,Name,,,Georgia,,9125740582,,,
001PB00000aTfuKYAS,Gordon Head Start Center,Prospect,Onboarding,,,No,Name,ncap.info,Gordon,NE,69343,3082821719,,,
001Rd000003SJm6IAG,Hall Lake Daycare/headstart,Prospect,Onboarding,Free,,No,Name,llribedu.ca,Los Angeles,SK,90001,13064254089,,3,
0013u00001LMcgxAAD,HARCATUS HEAD START TWIN CITY LEARNING CENTER,Prospect,Onboarding,,,No,"Name, Website",https://www.harcatus.org/Head-Start,UHRICHSVILLE,Ohio,44683,(740) 922-5590,,,
001PB00000GwDYPYA3,Hcap Head Start Ka Pua I & Ii,Prospect,Onboarding,,,No,Name,www.wcecs.org,Waianae,HI,96792,8086702032,,,
001PB00000PwuujYAB,Head Start,Prospect,Onboarding,,,No,Name,,St Petersburg,FL,33712,7278674133,,,
001Rd0000086p01IAA,Head Start,Prospect,Onboarding,,,No,Name,http://www.ct4c.org,Temple,Texas,76504,2542156178,,,
001PB00000PuH7xYAF,Head Start,Prospect,Onboarding,,,No,Name,,Cedar Falls,IA,50613,3192663485,,,
001Rd000002UDbOIAW,Head Start,Prospect,Onboarding,,,No,Name,,Rockwell City,IA,50579,7122978132,,,
001PB00000JXI3QYAX,Head Start,Prospect,Onboarding,,,No,Name,https://www.alschools.org/for-staff/tiger-cub-child-care,Albert Lea,MN,56007,5074621660,,,
001Rd000002QnDdIAK,Head Start,Prospect,Onboarding,,,No,"Name, Website",https://www.sharesc.org/head-start.php,Easley,SC,29640,8648980450,,,
001PB00000IfvnxYAB,Head Start,Prospect,Onboarding,,,No,Name,WWW.PCCAINC.ORG,Cascade,VA,24069,4346857150,,,
001PB00000PBmnhYAD,Head Start,Prospect,Onboarding,,,No,Name,https://www.facebook.com/citizensforcitizensinc,Fall River,MA,2721,5086782961,,,
001PB00000Q36LOYAZ,Head Start,Prospect,Onboarding,,,No,"Name, Website",http://headstartwashco.org,Hagerstown,Maryland,21740,3017913179,,,
001PB00000YE4ZhYAL,Head Start,Prospect,Onboarding,,,No,Name,,Middleport,Ohio,45760,7404161775,,,
001PB00000PCUDeYAP,Head Start,Prospect,Onboarding,,,No,Name,https://msparenberg.wixsite.com/cfsnm/washington-heights-center,Hobbs,NM,88240,5053977336,,,
001Rd00000870gEIAQ,Head start,Prospect,Onboarding,,,No,Name,,,Oregon,,15034756071,,,
0011I00000KRSpbQAH,HEAD START - CORPORATE,Prospect,Onboarding,,,No,Name,https://eclkc.ohs.acf.hhs.gov/center-locator?expanded=true&radius=50,Union Grove,WI,53182,(866) 763-6481,,,
001Rd000006UVfiIAG,Head Start - New Providence Center,Prospect,Onboarding,,,No,Name,newprovidencepres.org,MARYVILLE,Tennessee,37801,(865) 984-2963,,,
001Rd000002RCGrIAO,Head Start Kitchen Decatur,Prospect,Onboarding,,,No,Name,https://www.swmich.edu/,Decatur,Michigan,49045,(269) 423-3221,,,
001PB00000PCY4NYAX,Head Start of Washington County,Prospect,Onboarding,,,No,"Name, Website",http://www.headstartwashco.org/,Hagerstown,Maryland,21740,301-733-0088,,,
001Rd0000072nbkIAA,Head Start Program,Prospect,Onboarding,,,No,Name,commteam.org,Lowell,Michigan,1850,6033054067,,,
001PB00000Pv425YAB,Head Start Sendcaa,Prospect,Onboarding,,,No,Name,WWW.SENDCAA.ORG,Fargo,North Dakota,58104,7013649331,,,
001PB00000cKo1FYAS,Headstart,Prospect,Onboarding,,,No,Name,,,Georgia,,478-951-9800,,,
001PB00000Punm1YAB,Headstart,Prospect,Onboarding,,,No,Name,https://www.mnvac.org/programs/pregnant-women-infants-toddlers-preschoolers/,Mankato,Minnesota,56001,5073453565,,,
001Rd0000086w7yIAA,Headstart,Prospect,Onboarding,,,No,Name,,Lordsburg,New Mexico,88045,15752025627,,,
001PB00000PwTUlYAN,Henderson Head Start Center,Prospect,Onboarding,,,No,Name,,Henderson,TN,38340,7319892561,,,
001Rd00000706XfIAI,Henry B Zachry Head Start,Prospect,Onboarding,,,No,Name,laredoisd.org,Laredo,Texas,78046,9562734900,,,
001Rd000002TiJ3IAK,Hhwpcac Headstart,Prospect,Onboarding,,,No,"Name, Website",https://www.hhwpcac.org/programs/head-start/,Mcguffey,Ohio,45859,4196570417,,,
001PB00000Q0Iu2YAF,"Hopes Cap, Inc. Head Start",Prospect,Onboarding,,,No,Name,,Hoboken,NJ,7030,2017927187,,,
001PB00000OAkBrYAL,HUDSON HEAD START,Prospect,Onboarding,,,No,Name,www.lbschools.net/Asset/Files/Child_Development/CDC_Flyer_Sept16_EN.pdf,Long Beach,California,90810,5629978000,,,
001Rd00000BvAAPIA3,Humpty Dumpty Head Start Center - Glenmora LA Child Day Care - Type III,Prospect,Onboarding,,,No,Name,https://www.facebook.com/pages/Humpty-Dumpty-Child-Developmen/166826989995651?rf=623314751091410,Glenmora,Louisiana,71433,(318) 748-4375,,,
001PB00000PuBbxYAF,"Ihsd, Inc-Half Moon Bay Head Start Center",Prospect,Onboarding,,,No,Name,http://www.izziearlyed.org/hmb,HALF MOON BAY,California,94019,(415) 871-2690,,,
001PB00000PuBbyYAF,"Ihsd, Inc-Menlo Park Head Start Center",Prospect,Onboarding,,,No,Name,https://www.izziearlyed.org/,Menlo Park,California,94025,6507790416,,,
001Rd00000702CIIAY,INDRA'S LOVE INC.,Prospect,Onboarding,Free,,No,Website,https://www.lsfnet.org/children-families/head-start/,Jacksonville,Florida,32208,561-818-5336,,,
001Rd000002QnC1IAK,Jch Thompson Head Start,Prospect,Onboarding,,,No,"Name, Website",https://www.mapheadstart.org/page_view.cfm?cpidn=211,Natchez,MS,39120,6014423956,,,
001Rd00000EQTI2IAP,JEFFERSON COUNTY HEAD START,Prospect,Onboarding,,,No,Name,jeffco.us/head,Arvada,Colorado,80002,(720) 497-7900,,,
001Rd00000EQTI1IAP,Jefferson County Head Start,Prospect,Onboarding,,,No,Name,http://jeffco.us/head,Wheat Ridge,Colorado,80033,(720) 497-7900,,,
001Rd000007fyaUIAQ,Jonesville Head Start,Prospect,Onboarding,,,No,"Name, Website",https://abcquality.org/provider/24524/jonesville-head-start/,Jonesville,SC,29353,(864) 674-6014,,,
001PB00000cDdtkYAC,Jordan Plus Head Start,Prospect,Onboarding,,,No,Name,www.lbschools.net/Departments/Head_Start/,Long Beach,California,90804,(562) 426-8144,,,
001Rd0000086reZIAQ,Kenton Head Start,Prospect,Onboarding,,,No,Name,hhwpcac.com,Kenton,Ohio,43326,4196744433,,,
001PB00000bgQooYAE,Keystone Human Services 🔑,Prospect,Onboarding,,,No,Website,https://www.khs.org/what-we-do/head-start-services/,Carlisle,Pennsylvania,17013,7172585559,,,
001Rd000003iHDAIA2,Kiowa Head Start,Prospect,Onboarding,,,No,Name,https://www.facebook.com/story.php/?story_fbid=2078323925627344&id=655587207901030,Kiowa,Oklahoma,74553,(918)432-5022,,,
001PB00000Q38uwYAB,Knox Co Head Start,Prospect,Onboarding,,,No,"Name, Website",https://www.knoxheadstart.org/,Fredericktown,Ohio,43019,7406941108,,,
001PB00000a3xjZYAQ,L A Urban League Head Start,Prospect,Onboarding,,,No,Name,,Los Angeles,CA,90011,2137485543,,,
001Rd00000706ZHIAY,La Peninsula Community Head Start (Early Learn),Prospect,Onboarding,,,No,Name,WWW.LAPEN.COM,Bronx,NY,10457,7185837510,,,
001PB00000WbE9oYAF,La Porte Head Start,Prospect,Onboarding,,,No,Name,www.hcde-texas.org,La Porte,Texas,77571,(713) 696-3123,,,
001PB00000MKeClYAL,LAVERNE EARLY HEAD START,Prospect,Onboarding,,,No,Name,,Laverne,Oklahoma,73848,5809217701,,,
001Rd000008QTL9IAO,Lcc Longview Early Head Start Partnership,Prospect,Onboarding,,,No,"Name, Website",https://lowercolumbia.edu/head-start/,Longview,Washington,98632,3604422800,,,
001Rd0000086oOzIAI,Lccaa Hopkins-Locke Head Start,Prospect,Onboarding,,,No,Name,,Lorain,Ohio,44052,4402460497,,,
001Rd00000DUnv5IAD,Leads Head Start,Prospect,Onboarding,,,No,"Name, Website",https://leadscaa.org/what-we-do/head-start.html,Delaware,Ohio,43015,7403632667,,,
001Rd00000DNDBaIAP,Lincoln Terrace Head Start Child Development Center,Prospect,Onboarding,,,No,"Name, Website",https://tapintohope.org/program/head-start-and-early-head-start/,Roanoke,VA,24017,15403456426,,,
001Rd00000EAkvyIAD,Linden Lutheran Church Cdc Head Start,Prospect,Onboarding,,,No,"Name, Website",http://www.cdcheadstart.org,COLUMBUS,Ohio,43224,(614) 262-9756,,,
001PB00000QnwyNYAR,Little Bumble Bees Daycare,Prospect,Onboarding,,,No,Website,https://headstartprograms.org/center-188220.html,Homestead,PA,15120,4127338706,,,
001PB00000bTFPmYAO,Little Fawn Nursery - Head Start Program,Prospect,Onboarding,,,No,Name,http://tkemlups.ca/,,BC,,2508289700,,,
001PB00000UFx6XYAT,Little Lighthouse Head Start Center,Prospect,Onboarding,,,No,Name,http://mathews.k12.va.us/,Mathews,VA,23109,8047250627,,,
0013u00001rW5dgAAC,Little Stars,Prospect,Onboarding,,,No,Website,https://crystalstairs.org/headstart/crystal-stairs-head-start-program,Los Angeles,California,90043,18182237516,,,
0013u00001LLs1DAAT,Logan Square Ymca First Lutheran Head Start,Prospect,Onboarding,,,No,Name,http://www.mccormickymca.org/,CHICAGO,Illinois,60647,17733262823,,,
001PB00000OAdGnYAL,Lomax Head Start,Prospect,Onboarding,,,No,Name,,Roaring River,NC,28669,3368444317,,,
001PB00000IefRuYAJ,"Lsf, Inc. Head Start Isay M. Gulley Center",Prospect,Onboarding,,,No,Name,,Clearwater,Florida,33755,(727) 441-9801,,,
001PB00000aNY14YAG,Lyn-cag Headstart,Prospect,Onboarding,Free,,Yes,Name,,,Virginia,,#ERROR!,,,
001PB00000Q03v3YAB,"Maac Project Head Start, Rincon",Prospect,Onboarding,,,No,Name,http://www.maacproject.org/,Valley Center,California,92082,(760) 749-5190,,,
001PB00000Q03v4YAB,Maac Project-Rincon Valley Early Head Start,Prospect,Onboarding,,,No,Name,,VALLEY CENTER,CA,92082,7607495189,,,
001Rd00000Gy1fxIAB,Mansfield Head Start - Mansfield LA Child Day Care - Type III,Prospect,Onboarding,,,No,Name,npgov.org,Mansfield,Louisiana,71052,(318) 872-4331,,,
001PB00000M4HgmYAF,Mantachie Center Head Start,Prospect,Onboarding,,,No,Name,,Mantachie,MS,38855,6622827798,,,
001PB00000PzxZVYAZ,Marion Head Start Center,Prospect,Onboarding,Free,,No,Name,https://mountaincap.org/outreach/,Marion,VA,24354,(276) 783-2117,,,
001Rd0000086v2HIAQ,MARIPOSA HEAD START,Prospect,Onboarding,,,No,Name,u-46.org,VACAVILLE,California,95687,7074467300,,,
001PB00000XmFjJYAV,Marshall-Starke Head Start,Prospect,Onboarding,,,No,Name,marshall-starke.org,Plymouth,Indiana,46563,5749367885,,,
001PB00000PuD10YAF,Martin Glasscock Head Start,Prospect,Onboarding,,,No,"Name, Website",https://www.facebook.com/pages/category/child-care-service/mccamey-head-start-154979051194657/,Lamesa,Texas,79331,18068722134,,,
001PB00000Q36LNYAZ,Martin Luther King Head Start,Prospect,Onboarding,,,No,Name,http://www.alisal.org/sanchez/,Salinas,California,93905,8314244568,,,
001Rd000004FTERIA4,MEKUSUKEY MISSION EARLY HEAD START,Prospect,Onboarding,,,No,Name,http://childcarefind.okdhs.org/childcarefind/childcarefacilities.aspx,Seminole,OK,74868,4053824106,,,
001PB00000PuukIYAR,Met Early Head Start,Prospect,Onboarding,,,No,Name,http://www.metinc.org,Conroe,TX,77304,9365880003,,,
001PB00000PuukHYAR,Met Early Head Start,Prospect,Onboarding,,,No,Name,www.metinc.org,Conroe,Texas,77304,9365880003,,,
001Rd000009Pw3dIAC,Millbury Headstart Center,Prospect,Onboarding,,,No,Name,https://www.facebook.com/profile.php?id=100091684223913,Millbury,OH,43447,4198375722,,,
001Rd000002TlLoIAK,Miracle Makers Headstart,Prospect,Onboarding,,,No,"Name, Website",www.stmarksheadstart.org,Brooklyn,NY,11233,7184937188,,,
001Rd00000Gy1fyIAB,Mlk Head Start Center,Prospect,Onboarding,,,No,"Name, Website",https://teachingtomorrownow.com/head-startsearly-hs,Natchitoches,Louisiana,71457,3183572213,,,
001PB00000Y26ozYAB,Mlk Jr Early Head Start Center,Prospect,Onboarding,,,No,Name,,Baltimore,Maryland,21213,4109555451,,,
001PB00000aqsfVYAQ,MMCA Head Start,Prospect,Onboarding,,,No,Name,mmcacorp.org,,Wisconsin,,(207) 837-8597,,,
001PB00000MUA8aYAH,Moc Child Care & Head Start Service / Clinton,Prospect,Onboarding,,,No,Name,http://www.mocinc.org/,Clinton,Massachusetts,1510,9783688573,,,
001PB00000MSDTtYAP,Modoc Early Head Start,Prospect,Onboarding,,,No,Name,modoccoe.k12.ca.us,Alturas,California,96101,15302337192,,,
001Rd000009WIrCIAW,Monona Head Start,Prospect,Onboarding,Free,,No,Name,,,IA,,563-538-2008,,,
001PB00000YWAwlYAH,Monroe County Headstart,Prospect,Onboarding,,,No,Name,http://www.psfc.org/,Tobyhanna,PA,18466,5708943270,,,
001PB00000XmFY2YAN,Montgomery East Headstart Center,Prospect,Onboarding,,,No,Name,https://byhisgracedaycare.com/,Montgomery,AL,36117,3342795324,,,
001Rd00000Fo1gEIAR,Moore Community House Early Head Start-Davis Center,Prospect,Onboarding,,,No,Name,,Biloxi,Mississippi,39530,228-436-0881,,,
001Rd0000086p02IAA,Moss Rose Head Start,Prospect,Onboarding,,,No,Name,https://www.centraltexas4c.org/Page/40,Killeen,Texas,76541,2546341886,,,
001PB00000PzrtpYAB,MSCS/Douglass Head Start,Prospect,Onboarding,,,No,Name,,,Tennessee,,19014169746,,,
001PB00000Jrn4TYAR,MY FIRST STEPS - WESTGATE HEAD START,Prospect,Onboarding,Free,,No,Name,https://myfirststepspreschool-fl.com/,WEST PALM BEACH,FL,33409,5616839977,,,
0011I00000x27E4QAI,NESD Head Start,Prospect,Onboarding,,,No,Name,nesdhs.org,Aberdeen,South Dakota,57401-4747,6052294506,,,
0011I000019JI7rQAG,New River Community Action Head Start,Prospect,Onboarding,,,No,Name,nrcaa.org,King City,California,93930,5406335133 x 452,,,
001PB00000Q2kO1YAJ,Newbern Head Start,Prospect,Onboarding,,,No,"Name, Website",https://nwcommunityaction.org/services-and-programs/head-start-and-early-head-start,Newbern,TN,38059,7316272122,,,
001PB00000MZ1SrYAL,NHA NORTH PARK HEAD START FAMILY FOCUS CENTER,Prospect,Onboarding,,,No,Name,http://www.neighborhoodhouse.org/,San Diego,California,92104,(619) 298-4500,,,
001PB00000JmVeVYAV,Northglenn Head Start,Prospect,Onboarding,,,No,Name,https://upk.colorado.gov/providers/5cea4e4f-8c18-4e95-abff-c7b9c08ddf37,Northglenn,CO,80233,7205234870,,,
001Rd000009BocDIAS,Nregis,Prospect,Onboarding,,,No,Website,liheadstart.org,,New York,,16317307200,,,
001Rd00000BdFs5IAF,"Olathe Head Start, Inc.",Prospect,Onboarding,,,No,Name,www.olathe.org,Olathe,Kansas,66061-4135,(913) 780-7416,,,
001PB00000Q38uvYAB,Old School Child Care,Prospect,Onboarding,,,No,Website,https://www.knoxheadstart.org/,Fredericktown,OH,43019,7406940874,,,
001Rd000002R97hIAC,"Orange County Head Start, Inc.",Prospect,Onboarding,,,No,Name,http://www.ochsinc.org/,Garden Grove,CA,92840,7148234800,,,
001PB00000ZytgeYAB,Oshkimajahitowiin Aboriginal Head Start,Prospect,Onboarding,,,No,Name,,,Manitoba,,(204) 589-1721,,,
001PB00000PtbjnYAB,Pace Head Start,Prospect,Onboarding,,,No,Name,www.pacecaa.org,Vincennes,Indiana,47591,812-882-7927,,,
001PB00000PtbjmYAB,Pace Vincennes Head Start Center,Prospect,Onboarding,,,No,Name,www.pacecaa.org,Vincennes,Indiana,47591,812-882-7927,,,
001PB00000WBKfJYAX,Pact Head Start,Prospect,Onboarding,,,No,"Name, Website",https://www.pactheadstart.com/,Macomb,Illinois,61455,3092983143,,,
001PB00000PuDyiYAF,Pca Head Start Learning Center,Prospect,Onboarding,,,No,Name,,Gaffney,SC,29340,8644871238,,,
001PB00000PuDyjYAF,Pca Head Start Learning Center,Prospect,Onboarding,,,No,Name,,Gaffney,SC,29341,8642067915,,,
001PB00000Q09IrYAJ,Peace-James St. Head Start,Prospect,Onboarding,,,No,Name,,Syracuse,NY,13203,3154703335,,,
001PB00000PuxrpYAB,Piggott Head Start,Prospect,Onboarding,,,No,Name,www.bradkids.com,Corning,Arkansas,72422-2754,(870) 857-6572,,,
001PB00000Q3AnCYAV,Placentia Head Start,Prospect,Onboarding,,,No,Name,,Fullerton,CA,92831,7146320308,,,
001PB00000HmuB0YAJ,Plaza Head Start (Episcopal Community Services),Prospect,Onboarding,,,No,"Name, Website",www.ecscalifornia.org/programs/ecs-head-start/head-start-program-services/,National City,California,91950,(619) 474-3477,,,
001Rd0000086ipoIAA,PMS,Prospect,Onboarding,,,No,Website,https://www.pmsnm.org/locations/little-feet-early-head-start-san-juan-county/,Farmington,New Mexico,87401,505-960-6885,,,
001Rd00000AG4GPIA1,Pocola Headstart,Prospect,Onboarding,,,No,"Name, Website",https://www.headstartprogram.us/,Pocola,Oklahoma,74902,(918)436-2551,,,
001PB00000O9pS5YAJ,Porter Leath Children's Early Head Start,Prospect,Onboarding,,,No,Name,http://www.porterleath.org,Memphis,Tennessee,38107,(901) 577-2500 x1187,,,
001PB00000O9pS6YAJ,Porter Leath Children's Early Head Start,Prospect,Onboarding,,,No,Name,,Memphis,Tennessee,38107,(901) 577-2500 1187,,,
001Rd000009WJiKIAW,Postville A Head Start,Prospect,Onboarding,Free,,No,Name,www.neicac.org,Waukon,IA,52172,563-864-7642,,,
001Rd0000063SsLIAU,Price Head Start Center,Prospect,Onboarding,,,No,Name,http://www.srcaa.com/,Salisbury,North Carolina,28144,(704) 636-1360,,,
001Rd0000086TnXIAU,Prime Time Head Start Robinson Place,Prospect,Onboarding,,,No,Name,primetimefamily.org,Monroe,LA,71202,3188551826,,,
001PB00000PuZWAYA3,Promesa Head Start,Prospect,Onboarding,,,No,Name,,,Connecticut,,914-462-8772,,,
001PB00000PBl3eYAD,Pulaski Head Start,Prospect,Onboarding,,,No,Name,,Hawkinsville,GA,31036,(478) 892-2927,,,
001PB00000PuXSqYAN,Quality Childrens Srvc Head Start,Prospect,Onboarding,,,No,Name,http://www.qcsteam.com/,Bellflower,CA,90706,5628047110,,,
001PB00000OBFNjYAP,Rachel Carson Head Start Center,Prospect,Onboarding,,,No,Name,,Gaithersburg,MD,20878,3018405333,,,
001Rd000002TSMPIA4,Rapides Head Start - Mckeithen,Prospect,Onboarding,,,No,Name,https://www.rpsb.us/index.php/zone-2/huddle#d-f-huddle,Alexandria,Louisiana,71303,3184846107,,,
001PB00000SFXGTYA5,Ravalli Head Start,Prospect,Onboarding,,,No,Name,,,Montana,,(406) 396-1489,,,
001PB00000OAnXxYAL,Regina Coeli Child Development Center / SLU Head Start & EHS,Prospect,Onboarding,,,No,Name,http://www.rccdc.org,Robert,Louisiana,70455,19852771516,,,
001PB00000WDHtSYAX,Riverdale Head Start,Prospect,Onboarding,,,No,Name,http://mywonderyears.org/,Glendale,CA,91204,8185527392,,,
001PB00000PuZXmYAN,Riverside Head Start,Prospect,Onboarding,,,No,Name,,Frederick,MD,21701,3016005131,,,
001PB00000bILruYAG,Rockmart Head Start,Prospect,Onboarding,,,No,Name,http://www.tallatoonacap.org/,Rockmart,Georgia,30153,7706845570,,,
001PB00000PukGKYAZ,Ross ccac head start,Prospect,Onboarding,,,No,Name,rossccac.com,,Ohio,,7402535441,,,
001PB00000PukGJYAZ,Ross County Community Action Commision,Prospect,Onboarding,,,No,Website,https://rossccac.org/services/early-head-start.html,Chillicothe,Ohio,45601,(740) 773-7564,,,
001PB00000Q3E5uYAF,ROY HOPKINS HEAD START CENTER,Prospect,Onboarding,,,No,Name,,OIL CITY,Louisiana,71061,3189957654,,,
001PB00000a0AZ1YAM,RWCFS Head Start,Prospect,Onboarding,,,No,Name,,,Wisconsin,,(262) 215-6676,,,
001PB00000ag0N5YAI,S7hd/Head Start Golconda,Prospect,Onboarding,,,No,Name,https://www.southern7.org/,Golconda,Illinois,62938,6186832142,,,
001PB00000OAkIHYA1,Sacramento Head Start,Prospect,Onboarding,,,No,Name,,Berkeley,,94710,5105476683,,,
001PB00000PwkgpYAB,Salem Head Start,Prospect,Onboarding,,,No,Name,,SILETZ,Oregon,97380,5033936942,,,
001PB00000RgfnGYAR,SAN JACINTO HEAD START,Prospect,Onboarding,,,No,Name,,HOUSTON,Texas,77049,7136961853,,,
001Rd000009PiIQIA0,SAVE THE CHILDREN HEAD START FORREST CITY,Prospect,Onboarding,,,No,"Name, Website",https://www.savethechildren.org/us/what-we-do/us-programs/us-education/head-start-program,FORREST CITY,Arkansas,72335,(870) 633-2821,,,
001PB00000WHCGrYAP,Save The Children Head Start Jefferson Davis In Jennings - Jennings La Early Head Start/Head Start,Prospect,Onboarding,,,No,"Name, Website",https://www.jeffersondavis.org/District/Department/2-Birth-To-5-Department/233-Save-the-Child-Headstart.html,Jennings,Louisiana,70546,(337) 616-9558,,,
001Rd000009v3VSIAY,Save The Children Head Start Opelousas,Prospect,Onboarding,,,No,Name,,Opelousas,LA,70570,3374678795,,,
001PB00000PC41VYAT,Seminole Head Start/Early Head Start,Prospect,Onboarding,,,No,Name,http://www.gowto.org,Seminole,TX,79360,4327586366,,,
001PB00000OAsPVYA1,Sfsu-Omi Head Start,Prospect,Onboarding,,,No,Name,http://wuyee.org/,SAN FRANCISCO,CA,94132,4153370220,,,
001Rd000002RHoQIAW,Shasta Head Start - Sycamore Center,Prospect,Onboarding,,,No,Name,shskids.org,Redding,California,96001,5302250055,,,
001Rd00000C4u6MIAR,Shelby Head Start Center,Prospect,Onboarding,,,No,Name,,Shelby,AL,35143,2056695197,,,
001PB00000PHJnrYAH,Sierra Cascade Family Opportunities,Prospect,Onboarding,,,No,Website,www.headstart4u.org,Greenville,California,95947,15302831242,,,
001Rd000002R1yBIAS,Sierra Vista Headstart,Prospect,Onboarding,,,No,"Name, Website",https://www.webbcountytx.gov/headstart/,Laredo,TX,78046,9567255695,,,
001PB00000Q3OgTYAV,Siuc Head Start - Logan College,Prospect,Onboarding,,,No,Name,http://www.jalc.edu/,Carterville,IL,62918,6189852828,,,
001Rd000002R5tiIAC,South Coast Head Start,Prospect,Onboarding,,,No,"Name, Website",www.orcca.us/head-start,Coos Bay,Oregon,97420,5412970968,,,
001Rd000002RBxVIAW,Southern Oregon Head Start-Central Point Center,Prospect,Onboarding,,,No,Name,https://www.socfc.org/locations/central-point/,Central Point,Oregon,97502,(541) 664-4585,,,
001PB00000Q6t9LYAR,SOUTHWEST HEAD START @ MONTE VISTA SCHOOL,Prospect,Onboarding,,,No,Name,https://www.creightonschools.org/Domain/10,Phoenix,Arizona,85008,(602)468-4173,,,
001Rd000002R2NxIAK,Springfield Head Start,Prospect,Onboarding,,,No,Name,,,Ohio,,(270) 699-6773,,,
001Rd000007xfPjIAI,St Matthew Head Start,Prospect,Onboarding,,,No,Name,http://www.lacca.org,Lima,Ohio,45806,(419) 999-9924,,,
001PB00000c4DDkYAM,St. Peter Head Start,Prospect,Onboarding,Free,,No,Name,http://www.fds.org,Indianapolis,Indiana,46224,13178033803,,,
001Rd000001gnAIIAY,Stepforward Head Start,Prospect,Onboarding,,,No,Name,,Maple Heights,Ohio,44137,2162567203,,,
001PB00000PFAohYAH,Strafford County Head Start,Prospect,Onboarding,,,No,Name,,DOVER,New Hampshire,3820,1 6034352500,,,
001Rd00000ED45DIAT,Sullivan Head Start,Prospect,Onboarding,,,No,"Name, Website",http://www.sullivank12.net/sg/2021/02/17/head-start/,Kingsport,Tennessee,37660,4233541770,,,
001PB00000PUvH0YAL,Swink Head Start,Prospect,Onboarding,,,No,Name,http://childcarefind.okdhs.org/childcarefind/childcarefacilities.aspx,Swink,Oklahoma,74761,5808732695,,,
001PB00000cS4CVYA0,Talbot County Family Support Center - Early Head Start,Prospect,Onboarding,,,No,Name,http://www.shoreup.org,Easton,Maryland,21601,(410) 820-6940,,,
001PB00000G2j1SYAR,Tallatoona Head Start,Prospect,Onboarding,,,No,Name,https://learning-tree-academy-8mtxw.zensmb.com/,Cartersville,Georgia,30120,17703861112,,,
001PB00000ZLDEEYA5,Telamon Corporation Early Head Start,Prospect,Onboarding,,,No,Name,,,North Carolina,,336-694-6942,,,
001Rd000002RvVhIAK,Telamon Early Head Start,Prospect,Onboarding,,,No,Name,telamon.orgwhere-we-worktennesseeearly-childhood-family-support,Elizabethton,TN,37643,4233099638,,,
001PB00000PC6JNYA1,The Clubhouse Learning Center,Prospect,Onboarding,,,No,Website,https://www.afasd.net/family-community/head-start.cfm,Adams,Wisconsin,53910,16084721571,,,
001Rd000006zyiAIAQ,Tri-Cap Head Start - Pike,Prospect,Onboarding,,,No,Name,tri-cap.net,Petersburg,Indiana,47567,812 354-8721,,,
001PB00000JKGVbYAP,Tri-County Head Start,Prospect,Onboarding,,,No,"Name, Website",www.tricountyheadstart.com,Westville,Florida,32464-4246,(850) 548-9900,,,
001Rd000002R7IrIAK,Troy Head Start,Prospect,Onboarding,,,No,"Name, Website",http://www.hccaa.com/headstart/headstartlocations.html,Troy,TX,76579,12542157405,,,
001Rd000002QrnVIAS,Tularosa Head Start,Prospect,Onboarding,,,No,"Name, Website",https://www.headstartprogram.us/,Tularosa,NM,88352,7573441156,,,
001Rd000002QrnWIAS,Tularosa Head Start,Prospect,Onboarding,,,No,Name,helpnm.com,Tularosa,New Mexico,88352,5755232411,,,
001PB00000PBm7lYAD,upbring Head Start,Prospect,Onboarding,,,No,Name,www.upbring.org,Bay City,Texas,77414 7043,8327858626,,,
001Rd00000AhAUbIAN,Upbring Head Start Keene,Prospect,Onboarding,,,No,Name,,KEENE,TX,76059,682-310-0735,,,
001Rd000002TQXSIA4,Urban League Clarence L. Barney Head Start Center,Prospect,Onboarding,,,No,Name,covenanthouse.org,New Orleans,LA,70112,5045252911,,,
001PB00000Q368NYAR,Van Buren Co Head Start,Prospect,Onboarding,,,No,Name,WWW.SIEDA.ORG,Keosauqua,Iowa,52565,3192933350,,,
001PB00000Q368OYAR,Van Buren Co Head Start,Prospect,Onboarding,,,No,Name,WWW.SIEDA.ORG,Keosauqua,IA,52565,3192933350,,,
001PB00000Q9aBoYAJ,VANCLEAVE HEAD START CENTER,Prospect,Onboarding,,,No,Name,,Vancleave,Mississippi,39565,228-471-1269,,,
001PB00000QTdBtYAL,VOA GRANTEE/MARTIN LUTHER KING HEAD START,Prospect,Onboarding,,,No,Name,http://www.voa.org/,Pacoima,CA,91331,(818) 834-9097,,,
001Rd000002RAqAIAW,"Volunteers Of America, So. Downey Road Head Start",Prospect,Onboarding,,,No,Name,http://www.voala.org/,LOS ANGELES,CA,90063,6265737890,,,
001PB00000O6iDUYAZ,WALTER CENTER HEAD START,Prospect,Onboarding,,,No,Name,www.ochsinc.org/,Anaheim,CA,92804,7147614967,,,
001PB00000O6iDTYAZ,WALTER HEAD START,Prospect,Onboarding,,,No,Name,www.ochsinc.org/,Anaheim,California,92804,(714) 761-4967,,,
0013u00001T2JKSAA3,Waninawakang Aboriginal Head Start,Prospect,Onboarding,,,No,Name,wahs.ca,Sioux Lookout,Ontario,P8T1C3,(807) 737 - 7519,,,
001Rd000004Ja5VIAS,Warrior Run Head Start Center,Prospect,Onboarding,,,No,Name,,Turbotville,PA,17772,5706496407,,,
